Mod:Item:MetaData, Localized Name
conarm:armor_plate:0, HDPE 护甲板
conarm:armor_plate:0, 幽魂木 护甲板
conarm:armor_plate:0, 血木 护甲板
conarm:armor_plate:0, 黑暗木 护甲板
conarm:armor_plate:0, 熔融木 护甲板
conarm:armor_plate:0, 暗物质 护甲板
conarm:armor_plate:0, 红物质 护甲板
conarm:armor_plate:0, 红石琥珀金 护甲板
conarm:armor_plate:0, 红石水晶 护甲板
conarm:armor_plate:0, 极寒末影 护甲板
conarm:armor_plate:0, 极寒水晶 护甲板
conarm:armor_plate:0, 神秘 护甲板
conarm:armor_plate:0, 虚空金属 护甲板
conarm:armor_plate:0, 元金 护甲板
conarm:armor_plate:0, 锡 护甲板
conarm:armor_plate:0, 铝 护甲板
conarm:armor_plate:0, 镍 护甲板
conarm:armor_plate:0, 铂 护甲板
conarm:armor_plate:0, 殷钢 护甲板
conarm:armor_plate:0, 康铜 护甲板
conarm:armor_plate:0, 信素 护甲板
conarm:armor_plate:0, 流明 护甲板
conarm:armor_plate:0, 末影 护甲板
conarm:armor_plate:0, 泰伯利亚 护甲板
conarm:armor_plate:0, 极光金属 护甲板
conarm:armor_plate:0, 钷 护甲板
conarm:armor_plate:0, 杜兰特 护甲板
conarm:armor_plate:0, 瓦雷利亚 护甲板
conarm:armor_plate:0, 振金 护甲板
conarm:armor_plate:0, 地母 护甲板
conarm:armor_plate:0, 钯 护甲板
conarm:armor_plate:0, 雾金 护甲板
conarm:armor_plate:0, 零素 护甲板
conarm:armor_plate:0, 玄武岩 护甲板
conarm:armor_plate:0, 泰伯利安 护甲板
conarm:armor_plate:0, 碎金 护甲板
conarm:armor_plate:0, 瑟蓝 护甲板
conarm:armor_plate:0, 普罗克希 护甲板
conarm:armor_plate:0, 漩金 护甲板
conarm:armor_plate:0, 焰晶 护甲板
conarm:armor_plate:0, 帝金 护甲板
conarm:armor_plate:0, 阳光合金 护甲板
conarm:armor_plate:0, 虚金 护甲板
conarm:armor_plate:0, 铿金 护甲板
conarm:armor_plate:0, 烈金 护甲板
conarm:armor_plate:0, 辐光合金 护甲板
conarm:armor_plate:0, 流光合金 护甲板
conarm:armor_plate:0, 地动合金 护甲板
conarm:armor_plate:0, 曜金 护甲板
conarm:armor_plate:0, 铌 护甲板
conarm:armor_plate:0, 原金 护甲板
conarm:armor_plate:0, 陨铁 护甲板
conarm:armor_plate:0, 黑陨铁 护甲板
conarm:armor_plate:0, 霜冻巨魔皮革 护甲板
conarm:armor_plate:0, 棕褐色死尸虫甲壳 护甲板
conarm:armor_plate:0, 青铜色龙鳞 护甲板
conarm:armor_plate:0, 蓝色海蛇鳞 护甲板
conarm:armor_plate:0, 紫色海蛇鳞 护甲板
conarm:armor_plate:0, 白色龙鳞 护甲板
conarm:armor_plate:0, 白色死尸虫甲壳 护甲板
conarm:armor_plate:0, 棕色死尸虫甲壳 护甲板
conarm:armor_plate:0, 灰色龙鳞 护甲板
conarm:armor_plate:0, 蓝宝石色龙鳞 护甲板
conarm:armor_plate:0, 青色海蛇鳞 护甲板
conarm:armor_plate:0, 蓝色龙鳞 护甲板
conarm:armor_plate:0, 森林巨魔皮革 护甲板
conarm:armor_plate:0, 绿色龙鳞 护甲板
conarm:armor_plate:0, 山地巨魔皮革 护甲板
conarm:armor_plate:0, 青铜色海蛇鳞 护甲板
conarm:armor_plate:0, 红色龙鳞 护甲板
conarm:armor_plate:0, 深蓝色海蛇鳞 护甲板
conarm:armor_plate:0, 红色海蛇鳞 护甲板
conarm:armor_plate:0, 绿色海蛇鳞 护甲板
conarm:armor_plate:0, 银色龙鳞 护甲板
conarm:armor_plate:0, Communism 护甲板
conarm:armor_plate:0, Super Quick 护甲板
conarm:armor_plate:0, Super Painful 护甲板
conarm:armor_plate:0, Western Roman 护甲板
conarm:armor_plate:0, Eastern Roman 护甲板
conarm:armor_plate:0, Roman 护甲板
conarm:armor_plate:0, 秘银 护甲板
conarm:armor_plate:0, 黄铜 护甲板
conarm:armor_plate:0, 铝 护甲板
conarm:armor_plate:0, 锌 护甲板
conarm:armor_plate:0, 源质钢 护甲板
conarm:armor_plate:0, 盖亚魂 护甲板
conarm:armor_plate:0, 黄铀 护甲板
conarm:armor_plate:0, 蓝晶石 护甲板
conarm:armor_plate:0, 蓝钚 护甲板
conarm:armor_plate:0, 纯镥 护甲板
conarm:armor_plate:0, 富石英铁 护甲板
conarm:armor_plate:0, 双足飞龙 护甲板
conarm:armor_plate:0, 觉醒龙 护甲板
conarm:armor_plate:0, 混沌龙 护甲板
conarm:armor_plate:0, Psi金属 护甲板
conarm:armor_plate:0, Psi宝石 护甲板
conarm:armor_plate:0, 乌黑色Psi金属 护甲板
conarm:armor_plate:0, 乳白色Psi金属 护甲板
conarm:armor_plate:0, 红石琥珀金 护甲板
conarm:armor_plate:0, 精铁 护甲板
conarm:armor_plate:0, 钨 护甲板
conarm:armor_plate:0, 钛 护甲板
conarm:armor_plate:0, 铬 护甲板
conarm:armor_plate:0, 高级合金 护甲板
conarm:armor_plate:0, 红宝石 护甲板
conarm:armor_plate:0, 蓝宝石 护甲板
conarm:armor_plate:0, 橄榄石 护甲板
conarm:armor_plate:0, 黄石榴石 护甲板
conarm:armor_plate:0, 红石榴石 护甲板
conarm:armor_plate:0, 赛特斯石英 护甲板
conarm:armor_plate:0, 耐酸铝 护甲板
conarm:armor_plate:0, 孔雀石 护甲板
conarm:armor_plate:0, 黄玉 护甲板
conarm:armor_plate:0, 坦桑石 护甲板
conarm:armor_plate:0, 紫水晶 护甲板
conarm:armor_plate:0, 锇荧黑曜合金 护甲板
conarm:armor_plate:0, 铱锇合金 护甲板
conarm:armor_plate:0, 黑石 护甲板
conarm:armor_plate:0, 煤炭 护甲板
conarm:armor_plate:0, 树根 护甲板
conarm:armor_plate:0, 蛛腿 护甲板
conarm:armor_plate:0, 坚硬蛛腿 护甲板
conarm:armor_plate:0, 奢华合金 护甲板
conarm:armor_plate:0, 强化玻璃 护甲板
conarm:armor_plate:0, 凝固血沙 护甲板
conarm:armor_plate:0, 碎冰 护甲板
conarm:armor_plate:0, 可可 护甲板
conarm:armor_plate:0, 硝石 护甲板
conarm:armor_plate:0, 贝壳 护甲板
conarm:armor_plate:0, 沉银 护甲板
conarm:armor_plate:0, 精金 护甲板
conarm:armor_plate:0, 惰性凋零 护甲板
conarm:armor_plate:0, 凋零 护甲板
conarm:armor_plate:0, 恒星金属 护甲板
conarm:armor_plate:0, 恒星黑曜石 护甲板
conarm:armor_plate:0, 霍斯 护甲板
conarm:armor_plate:0, 勾陈 护甲板
conarm:armor_plate:0, 哈雷 护甲板
conarm:armor_plate:0, 河鼓 护甲板
conarm:armor_plate:0, 钝金 护甲板
conarm:armor_plate:0, 神谕钢 护甲板
conarm:armor_plate:0, 气钢 护甲板
conarm:armor_plate:0, 陨石 护甲板
conarm:armor_plate:0, 刚玉 护甲板
conarm:armor_plate:0, 虹辉石 护甲板
conarm:armor_plate:0, 冰洲石 护甲板
conarm:armor_plate:0, 叶蜡石 护甲板
conarm:armor_plate:0, 尖晶石 护甲板
conarm:armor_plate:0, 滑石 护甲板
conarm:armor_plate:0, 电气石 护甲板
conarm:armor_plate:0, 日光石 护甲板
conarm:armor_plate:0, 月光石 护甲板
conarm:armor_plate:0, 末影龙鳞 护甲板
conarm:armor_plate:0, 闪电熔岩 护甲板
conarm:armor_plate:0, 蛋白石 护甲板
conarm:armor_plate:0, 丽辰石 护甲板
conarm:armor_plate:0, 堇青石 护甲板
conarm:armor_plate:0, 葡萄石 护甲板
conarm:armor_plate:0, 硫砷银 护甲板
conarm:armor_plate:0, 振晶 护甲板
conarm:armor_plate:0, 岩浆水晶 护甲板
conarm:armor_plate:0, 谷 护甲板
conarm:armor_plate:0, 东陵石 护甲板
conarm:armor_plate:0, 血肉 护甲板
conarm:armor_plate:0, 破碎基岩 护甲板
conarm:armor_plate:0, 云 护甲板
conarm:armor_plate:0, 绿宝石 护甲板
conarm:chest_core:0, 娜迦鳞片 胸甲基底
conarm:chest_core:0, 钢叶 胸甲基底
conarm:chest_core:0, 炽铁 胸甲基底
conarm:chest_core:0, 骑士金属 胸甲基底
conarm:chest_core:0, 木 胸甲基底
conarm:chest_core:0, 圆石 胸甲基底
conarm:chest_core:0, 燧石 胸甲基底
conarm:chest_core:0, 仙人掌 胸甲基底
conarm:chest_core:0, 骨头 胸甲基底
conarm:chest_core:0, 黑曜石 胸甲基底
conarm:chest_core:0, 海晶石 胸甲基底
conarm:chest_core:0, 末地石 胸甲基底
conarm:chest_core:0, 纸 胸甲基底
conarm:chest_core:0, 海绵 胸甲基底
conarm:chest_core:0, 烈焰木 胸甲基底
conarm:chest_core:0, 铁 胸甲基底
conarm:chest_core:0, 生铁 胸甲基底
conarm:chest_core:0, 骑士史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 熔岩史莱姆 胸甲基底
conarm:chest_core:0, 地狱岩 胸甲基底
conarm:chest_core:0, 钴 胸甲基底
conarm:chest_core:0, 阿迪特 胸甲基底
conarm:chest_core:0, 玛玉灵 胸甲基底
conarm:chest_core:0, 铜 胸甲基底
conarm:chest_core:0, 青铜 胸甲基底
conarm:chest_core:0, 铅 胸甲基底
conarm:chest_core:0, 银 胸甲基底
conarm:chest_core:0, 琥珀金 胸甲基底
conarm:chest_core:0, 钢 胸甲基底
conarm:chest_core:0, 龙骨 胸甲基底
conarm:chest_core:0, 沙漠蚁甲 胸甲基底
conarm:chest_core:0, 丛林蚁甲 胸甲基底
conarm:chest_core:0, 龙炎钢 胸甲基底
conarm:chest_core:0, 龙霜钢 胸甲基底
conarm:chest_core:0, Weezer 胸甲基底
conarm:chest_core:0, Fluix Crystal 胸甲基底
conarm:chest_core:0, Charged Certus Quartz 胸甲基底
conarm:chest_core:0, Khnumite 胸甲基底
conarm:chest_core:0, Glowstone 胸甲基底
conarm:chest_core:0, Zinc 胸甲基底
conarm:chest_core:0, Titanium 胸甲基底
conarm:chest_core:0, Amethyst 胸甲基底
conarm:chest_core:0, Ruby 胸甲基底
conarm:chest_core:0, Sapphire 胸甲基底
conarm:chest_core:0, Peridot 胸甲基底
conarm:chest_core:0, Lavium 胸甲基底
conarm:chest_core:0, Qivium 胸甲基底
conarm:chest_core:0, 焦黑石英 胸甲基底
conarm:chest_core:0, 红石水晶 胸甲基底
conarm:chest_core:0, 青金石水晶 胸甲基底
conarm:chest_core:0, 钻石水晶 胸甲基底
conarm:chest_core:0, 煤晶 胸甲基底
conarm:chest_core:0, 绿宝石水晶 胸甲基底
conarm:chest_core:0, 铁晶 胸甲基底
conarm:chest_core:0, 阳光化合物 胸甲基底
conarm:chest_core:0, 陨石 胸甲基底
conarm:chest_core:0, 赛特斯石英 胸甲基底
conarm:chest_core:0, 福鲁伊克斯 胸甲基底
conarm:chest_core:0, 福鲁伊克斯钢 胸甲基底
conarm:chest_core:0, 海蓝宝石 胸甲基底
conarm:chest_core:0, 星辉 胸甲基底
conarm:chest_core:0, 水晶矩阵 胸甲基底
conarm:chest_core:0, 中子素 胸甲基底
conarm:chest_core:0, 无尽 胸甲基底
conarm:chest_core:0, 束缚 胸甲基底
conarm:chest_core:0, 感知 胸甲基底
conarm:chest_core:0, 活石 胸甲基底
conarm:chest_core:0, 活木 胸甲基底
conarm:chest_core:0, 梦之木 胸甲基底
conarm:chest_core:0, 魔力钢 胸甲基底
conarm:chest_core:0, 泰拉钢 胸甲基底
conarm:chest_core:0, 源质钢 胸甲基底
conarm:chest_core:0, 龙 胸甲基底
conarm:chest_core:0, 飞龙 胸甲基底
conarm:chest_core:0, 神龙 胸甲基底
conarm:chest_core:0, 混沌 胸甲基底
conarm:chest_core:0, 莱泽尔 胸甲基底
conarm:chest_core:0, 艾洛蒂 胸甲基底
conarm:chest_core:0, 凯罗尼 胸甲基底
conarm:chest_core:0, 普雷蒂 胸甲基底
conarm:chest_core:0, 艾恩尼 胸甲基底
conarm:chest_core:0, 以太 胸甲基底
conarm:chest_core:0, 蓝丝黛尔 胸甲基底
conarm:chest_core:0, 云母 胸甲基底
conarm:chest_core:0, 磷灰石 胸甲基底
conarm:chest_core:0, 蕴魔源质 胸甲基底
conarm:chest_core:0, 肉 胸甲基底
conarm:chest_core:0, 史莱姆胸甲基底
conarm:chest_core:0, 粉色金属 胸甲基底
conarm:chest_core:0, 橡胶 胸甲基底
conarm:chest_core:0, 高级合金 胸甲基底
conarm:chest_core:0, 能量金属 胸甲基底
conarm:chest_core:0, 碳纤维 胸甲基底
conarm:chest_core:0, 铱 胸甲基底
conarm:chest_core:0, UU金属 胸甲基底
conarm:chest_core:0, 锇 胸甲基底
conarm:chest_core:0, 强化黑曜石 胸甲基底
conarm:chest_core:0, 强化荧石 胸甲基底
conarm:chest_core:0, HDPE 胸甲基底
conarm:chest_core:0, 幽魂木 胸甲基底
conarm:chest_core:0, 血木 胸甲基底
conarm:chest_core:0, 黑暗木 胸甲基底
conarm:chest_core:0, 熔融木 胸甲基底
conarm:chest_core:0, 暗物质 胸甲基底
conarm:chest_core:0, 红物质 胸甲基底
conarm:chest_core:0, 红石琥珀金 胸甲基底
conarm:chest_core:0, 红石水晶 胸甲基底
conarm:chest_core:0, 极寒末影 胸甲基底
conarm:chest_core:0, 极寒水晶 胸甲基底
conarm:chest_core:0, 神秘 胸甲基底
conarm:chest_core:0, 虚空金属 胸甲基底
conarm:chest_core:0, 元金 胸甲基底
conarm:chest_core:0, 锡 胸甲基底
conarm:chest_core:0, 铝 胸甲基底
conarm:chest_core:0, 镍 胸甲基底
conarm:chest_core:0, 铂 胸甲基底
conarm:chest_core:0, 殷钢 胸甲基底
conarm:chest_core:0, 康铜 胸甲基底
conarm:chest_core:0, 信素 胸甲基底
conarm:chest_core:0, 流明 胸甲基底
conarm:chest_core:0, 末影 胸甲基底
conarm:chest_core:0, 泰伯利亚 胸甲基底
conarm:chest_core:0, 极光金属 胸甲基底
conarm:chest_core:0, 钷 胸甲基底
conarm:chest_core:0, 杜兰特 胸甲基底
conarm:chest_core:0, 瓦雷利亚 胸甲基底
conarm:chest_core:0, 振金 胸甲基底
conarm:chest_core:0, 地母 胸甲基底
conarm:chest_core:0, 钯 胸甲基底
conarm:chest_core:0, 雾金 胸甲基底
conarm:chest_core:0, 零素 胸甲基底
conarm:chest_core:0, 玄武岩 胸甲基底
conarm:chest_core:0, 泰伯利安 胸甲基底
conarm:chest_core:0, 碎金 胸甲基底
conarm:chest_core:0, 瑟蓝 胸甲基底
conarm:chest_core:0, 普罗克希 胸甲基底
conarm:chest_core:0, 漩金 胸甲基底
conarm:chest_core:0, 焰晶 胸甲基底
conarm:chest_core:0, 帝金 胸甲基底
conarm:chest_core:0, 阳光合金 胸甲基底
conarm:chest_core:0, 虚金 胸甲基底
conarm:chest_core:0, 铿金 胸甲基底
conarm:chest_core:0, 烈金 胸甲基底
conarm:chest_core:0, 辐光合金 胸甲基底
conarm:chest_core:0, 流光合金 胸甲基底
conarm:chest_core:0, 地动合金 胸甲基底
conarm:chest_core:0, 曜金 胸甲基底
conarm:chest_core:0, 铌 胸甲基底
conarm:chest_core:0, 原金 胸甲基底
conarm:chest_core:0, 陨铁 胸甲基底
conarm:chest_core:0, 黑陨铁 胸甲基底
conarm:chest_core:0, 霜冻巨魔皮革 胸甲基底
conarm:chest_core:0, 棕褐色死尸虫甲壳 胸甲基底
conarm:chest_core:0, 青铜色龙鳞 胸甲基底
conarm:chest_core:0, 蓝色海蛇鳞 胸甲基底
conarm:chest_core:0, 紫色海蛇鳞 胸甲基底
conarm:chest_core:0, 白色龙鳞 胸甲基底
conarm:chest_core:0, 白色死尸虫甲壳 胸甲基底
conarm:chest_core:0, 棕色死尸虫甲壳 胸甲基底
conarm:chest_core:0, 灰色龙鳞 胸甲基底
conarm:chest_core:0, 蓝宝石色龙鳞 胸甲基底
conarm:chest_core:0, 青色海蛇鳞 胸甲基底
conarm:chest_core:0, 蓝色龙鳞 胸甲基底
conarm:chest_core:0, 森林巨魔皮革 胸甲基底
conarm:chest_core:0, 绿色龙鳞 胸甲基底
conarm:chest_core:0, 山地巨魔皮革 胸甲基底
conarm:chest_core:0, 青铜色海蛇鳞 胸甲基底
conarm:chest_core:0, 红色龙鳞 胸甲基底
conarm:chest_core:0, 深蓝色海蛇鳞 胸甲基底
conarm:chest_core:0, 红色海蛇鳞 胸甲基底
conarm:chest_core:0, 绿色海蛇鳞 胸甲基底
conarm:chest_core:0, 银色龙鳞 胸甲基底
conarm:chest_core:0, Communism 胸甲基底
conarm:chest_core:0, Super Quick 胸甲基底
conarm:chest_core:0, Super Painful 胸甲基底
conarm:chest_core:0, Western Roman 胸甲基底
conarm:chest_core:0, Eastern Roman 胸甲基底
conarm:chest_core:0, Roman 胸甲基底
conarm:chest_core:0, 秘银 胸甲基底
conarm:chest_core:0, 黄铜 胸甲基底
conarm:chest_core:0, 铝 胸甲基底
conarm:chest_core:0, 锌 胸甲基底
conarm:chest_core:0, 源质钢 胸甲基底
conarm:chest_core:0, 盖亚魂 胸甲基底
conarm:chest_core:0, 黄铀 胸甲基底
conarm:chest_core:0, 蓝晶石 胸甲基底
conarm:chest_core:0, 蓝钚 胸甲基底
conarm:chest_core:0, 纯镥 胸甲基底
conarm:chest_core:0, 富石英铁 胸甲基底
conarm:chest_core:0, 双足飞龙 胸甲基底
conarm:chest_core:0, 觉醒龙 胸甲基底
conarm:chest_core:0, 混沌龙 胸甲基底
conarm:chest_core:0, Psi金属 胸甲基底
conarm:chest_core:0, Psi宝石 胸甲基底
conarm:chest_core:0, 乌黑色Psi金属 胸甲基底
conarm:chest_core:0, 乳白色Psi金属 胸甲基底
conarm:chest_core:0, 红石琥珀金 胸甲基底
conarm:chest_core:0, 精铁 胸甲基底
conarm:chest_core:0, 钨 胸甲基底
conarm:chest_core:0, 钛 胸甲基底
conarm:chest_core:0, 铬 胸甲基底
conarm:chest_core:0, 高级合金 胸甲基底
conarm:chest_core:0, 红宝石 胸甲基底
conarm:chest_core:0, 蓝宝石 胸甲基底
conarm:chest_core:0, 橄榄石 胸甲基底
conarm:chest_core:0, 黄石榴石 胸甲基底
conarm:chest_core:0, 红石榴石 胸甲基底
conarm:chest_core:0, 赛特斯石英 胸甲基底
conarm:chest_core:0, 耐酸铝 胸甲基底
conarm:chest_core:0, 孔雀石 胸甲基底
conarm:chest_core:0, 黄玉 胸甲基底
conarm:chest_core:0, 坦桑石 胸甲基底
conarm:chest_core:0, 紫水晶 胸甲基底
conarm:chest_core:0, 锇荧黑曜合金 胸甲基底
conarm:chest_core:0, 铱锇合金 胸甲基底
conarm:chest_core:0, 黑石 胸甲基底
conarm:chest_core:0, 煤炭 胸甲基底
conarm:chest_core:0, 树根 胸甲基底
conarm:chest_core:0, 蛛腿 胸甲基底
conarm:chest_core:0, 坚硬蛛腿 胸甲基底
conarm:chest_core:0, 奢华合金 胸甲基底
conarm:chest_core:0, 强化玻璃 胸甲基底
conarm:chest_core:0, 凝固血沙 胸甲基底
conarm:chest_core:0, 碎冰 胸甲基底
conarm:chest_core:0, 可可 胸甲基底
conarm:chest_core:0, 硝石 胸甲基底
conarm:chest_core:0, 贝壳 胸甲基底
conarm:chest_core:0, 沉银 胸甲基底
conarm:chest_core:0, 精金 胸甲基底
conarm:chest_core:0, 惰性凋零 胸甲基底
conarm:chest_core:0, 凋零 胸甲基底
conarm:chest_core:0, 恒星金属 胸甲基底
conarm:chest_core:0, 恒星黑曜石 胸甲基底
conarm:chest_core:0, 霍斯 胸甲基底
conarm:chest_core:0, 勾陈 胸甲基底
conarm:chest_core:0, 哈雷 胸甲基底
conarm:chest_core:0, 河鼓 胸甲基底
conarm:chest_core:0, 钝金 胸甲基底
conarm:chest_core:0, 神谕钢 胸甲基底
conarm:chest_core:0, 气钢 胸甲基底
conarm:chest_core:0, 陨石 胸甲基底
conarm:chest_core:0, 刚玉 胸甲基底
conarm:chest_core:0, 虹辉石 胸甲基底
conarm:chest_core:0, 冰洲石 胸甲基底
conarm:chest_core:0, 叶蜡石 胸甲基底
conarm:chest_core:0, 尖晶石 胸甲基底
conarm:chest_core:0, 滑石 胸甲基底
conarm:chest_core:0, 电气石 胸甲基底
conarm:chest_core:0, 日光石 胸甲基底
conarm:chest_core:0, 月光石 胸甲基底
conarm:chest_core:0, 末影龙鳞 胸甲基底
conarm:chest_core:0, 闪电熔岩 胸甲基底
conarm:chest_core:0, 蛋白石 胸甲基底
conarm:chest_core:0, 丽辰石 胸甲基底
conarm:chest_core:0, 堇青石 胸甲基底
conarm:chest_core:0, 葡萄石 胸甲基底
conarm:chest_core:0, 硫砷银 胸甲基底
conarm:chest_core:0, 振晶 胸甲基底
conarm:chest_core:0, 岩浆水晶 胸甲基底
conarm:chest_core:0, 谷 胸甲基底
conarm:chest_core:0, 东陵石 胸甲基底
conarm:chest_core:0, 血肉 胸甲基底
conarm:chest_core:0, 破碎基岩 胸甲基底
conarm:chest_core:0, 云 胸甲基底
conarm:chest_core:0, 绿宝石 胸甲基底
conarm:leggings_core:0, 娜迦鳞片 护腿基底
conarm:leggings_core:0, 钢叶 护腿基底
conarm:leggings_core:0, 炽铁 护腿基底
conarm:leggings_core:0, 骑士金属 护腿基底
conarm:leggings_core:0, 木 护腿基底
conarm:leggings_core:0, 圆石 护腿基底
conarm:leggings_core:0, 燧石 护腿基底
conarm:leggings_core:0, 仙人掌 护腿基底
conarm:leggings_core:0, 骨头 护腿基底
conarm:leggings_core:0, 黑曜石 护腿基底
conarm:leggings_core:0, 海晶石 护腿基底
conarm:leggings_core:0, 末地石 护腿基底
conarm:leggings_core:0, 纸 护腿基底
conarm:leggings_core:0, 海绵 护腿基底
conarm:leggings_core:0, 烈焰木 护腿基底
conarm:leggings_core:0, 铁 护腿基底
conarm:leggings_core:0, 生铁 护腿基底
conarm:leggings_core:0, 骑士史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 熔岩史莱姆 护腿基底
conarm:leggings_core:0, 地狱岩 护腿基底
conarm:leggings_core:0, 钴 护腿基底
conarm:leggings_core:0, 阿迪特 护腿基底
conarm:leggings_core:0, 玛玉灵 护腿基底
conarm:leggings_core:0, 铜 护腿基底
conarm:leggings_core:0, 青铜 护腿基底
conarm:leggings_core:0, 铅 护腿基底
conarm:leggings_core:0, 银 护腿基底
conarm:leggings_core:0, 琥珀金 护腿基底
conarm:leggings_core:0, 钢 护腿基底
conarm:leggings_core:0, 龙骨 护腿基底
conarm:leggings_core:0, 沙漠蚁甲 护腿基底
conarm:leggings_core:0, 丛林蚁甲 护腿基底
conarm:leggings_core:0, 龙炎钢 护腿基底
conarm:leggings_core:0, 龙霜钢 护腿基底
conarm:leggings_core:0, Weezer 护腿基底
conarm:leggings_core:0, Fluix Crystal 护腿基底
conarm:leggings_core:0, Charged Certus Quartz 护腿基底
conarm:leggings_core:0, Khnumite 护腿基底
conarm:leggings_core:0, Glowstone 护腿基底
conarm:leggings_core:0, Zinc 护腿基底
conarm:leggings_core:0, Titanium 护腿基底
conarm:leggings_core:0, Amethyst 护腿基底
conarm:leggings_core:0, Ruby 护腿基底
conarm:leggings_core:0, Sapphire 护腿基底
conarm:leggings_core:0, Peridot 护腿基底
conarm:leggings_core:0, Lavium 护腿基底
conarm:leggings_core:0, Qivium 护腿基底
conarm:leggings_core:0, 焦黑石英 护腿基底
conarm:leggings_core:0, 红石水晶 护腿基底
conarm:leggings_core:0, 青金石水晶 护腿基底
conarm:leggings_core:0, 钻石水晶 护腿基底
conarm:leggings_core:0, 煤晶 护腿基底
conarm:leggings_core:0, 绿宝石水晶 护腿基底
conarm:leggings_core:0, 铁晶 护腿基底
conarm:leggings_core:0, 阳光化合物 护腿基底
conarm:leggings_core:0, 陨石 护腿基底
conarm:leggings_core:0, 赛特斯石英 护腿基底
conarm:leggings_core:0, 福鲁伊克斯 护腿基底
conarm:leggings_core:0, 福鲁伊克斯钢 护腿基底
conarm:leggings_core:0, 海蓝宝石 护腿基底
conarm:leggings_core:0, 星辉 护腿基底
conarm:leggings_core:0, 水晶矩阵 护腿基底
conarm:leggings_core:0, 中子素 护腿基底
conarm:leggings_core:0, 无尽 护腿基底
conarm:leggings_core:0, 束缚 护腿基底
conarm:leggings_core:0, 感知 护腿基底
conarm:leggings_core:0, 活石 护腿基底
conarm:leggings_core:0, 活木 护腿基底
conarm:leggings_core:0, 梦之木 护腿基底
conarm:leggings_core:0, 魔力钢 护腿基底
conarm:leggings_core:0, 泰拉钢 护腿基底
conarm:leggings_core:0, 源质钢 护腿基底
conarm:leggings_core:0, 龙 护腿基底
conarm:leggings_core:0, 飞龙 护腿基底
conarm:leggings_core:0, 神龙 护腿基底
conarm:leggings_core:0, 混沌 护腿基底
conarm:leggings_core:0, 莱泽尔 护腿基底
conarm:leggings_core:0, 艾洛蒂 护腿基底
conarm:leggings_core:0, 凯罗尼 护腿基底
conarm:leggings_core:0, 普雷蒂 护腿基底
conarm:leggings_core:0, 艾恩尼 护腿基底
conarm:leggings_core:0, 以太 护腿基底
conarm:leggings_core:0, 蓝丝黛尔 护腿基底
conarm:leggings_core:0, 云母 护腿基底
conarm:leggings_core:0, 磷灰石 护腿基底
conarm:leggings_core:0, 蕴魔源质 护腿基底
conarm:leggings_core:0, 肉 护腿基底
conarm:leggings_core:0, 史莱姆护腿基底
conarm:leggings_core:0, 粉色金属 护腿基底
conarm:leggings_core:0, 橡胶 护腿基底
conarm:leggings_core:0, 高级合金 护腿基底
conarm:leggings_core:0, 能量金属 护腿基底
conarm:leggings_core:0, 碳纤维 护腿基底
conarm:leggings_core:0, 铱 护腿基底
conarm:leggings_core:0, UU金属 护腿基底
conarm:leggings_core:0, 锇 护腿基底
conarm:leggings_core:0, 强化黑曜石 护腿基底
conarm:leggings_core:0, 强化荧石 护腿基底
conarm:leggings_core:0, HDPE 护腿基底
conarm:leggings_core:0, 幽魂木 护腿基底
conarm:leggings_core:0, 血木 护腿基底
conarm:leggings_core:0, 黑暗木 护腿基底
conarm:leggings_core:0, 熔融木 护腿基底
conarm:leggings_core:0, 暗物质 护腿基底
conarm:leggings_core:0, 红物质 护腿基底
conarm:leggings_core:0, 红石琥珀金 护腿基底
conarm:leggings_core:0, 红石水晶 护腿基底
conarm:leggings_core:0, 极寒末影 护腿基底
conarm:leggings_core:0, 极寒水晶 护腿基底
conarm:leggings_core:0, 神秘 护腿基底
conarm:leggings_core:0, 虚空金属 护腿基底
conarm:leggings_core:0, 元金 护腿基底
conarm:leggings_core:0, 锡 护腿基底
conarm:leggings_core:0, 铝 护腿基底
conarm:leggings_core:0, 镍 护腿基底
conarm:leggings_core:0, 铂 护腿基底
conarm:leggings_core:0, 殷钢 护腿基底
conarm:leggings_core:0, 康铜 护腿基底
conarm:leggings_core:0, 信素 护腿基底
conarm:leggings_core:0, 流明 护腿基底
conarm:leggings_core:0, 末影 护腿基底
conarm:leggings_core:0, 泰伯利亚 护腿基底
conarm:leggings_core:0, 极光金属 护腿基底
conarm:leggings_core:0, 钷 护腿基底
conarm:leggings_core:0, 杜兰特 护腿基底
conarm:leggings_core:0, 瓦雷利亚 护腿基底
conarm:leggings_core:0, 振金 护腿基底
conarm:leggings_core:0, 地母 护腿基底
conarm:leggings_core:0, 钯 护腿基底
conarm:leggings_core:0, 雾金 护腿基底
conarm:leggings_core:0, 零素 护腿基底
conarm:leggings_core:0, 玄武岩 护腿基底
conarm:leggings_core:0, 泰伯利安 护腿基底
conarm:leggings_core:0, 碎金 护腿基底
conarm:leggings_core:0, 瑟蓝 护腿基底
conarm:leggings_core:0, 普罗克希 护腿基底
